"address","categories/0","categories/1","categories/2","categories/3","categories/4","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Meal type","reviewContext/Parking space","reviewContext/Price per person","reviewContext/Recommendation for vegetarians","reviewContext/Service","reviewDetailedRating/Atmosphere","reviewDetailedRating/Food","reviewDetailedRating/Service","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","Amal K George",,"en","false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-07-18T16:43:57.807Z",,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUN1b0txWlZ3EAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJKM73xWsRLYyu0S3dmSKUmidtYgEmap_FEh9a4QFlVs-f_r1LyyjUlZiOT5M-kUpFCvQnjXWcLvHEWydeyMIzKI2R5L2fG7pmQW3zkfTJSv-RvVaVrzkyWUqDJSQnObShRAsppZ",,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1b0txWlZ3EAE!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgICuoKqZVw%7CCgwIzZvWlgYQkLPrgAM%7C?hl=en","116889116797648692745","142","https://lh3.googleusercontent.com/a-/ALV-UjXWcAeRpXZl6XJT3kA1dZTA71IMrSGr6EvySctyzB49b9JEozoe=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/116889116797648692745?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","1",,"116 Streatham High Rd","false","Very pathetic KFC outlet I ever had.. Me and other 3 customers in queue, but still staff don't want to serve us Or didn't take the order. After waiting around 10-15min all of them left including me without had anything from there. Staffs are taking 7up pespsi so and so then just having chit chat inside. Nobody wants to take order or nothing. I should have kept one board outside says that no customer wanted inside. Only delivery guys got served. Staffs are using their regional language which felt like they are mocking us.",,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","skylar blacc",,"en","false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-07-18T13:13:13.289Z",,,,"Lunch",,"£10–20",,"Take out",,,,"ChZDSUhNMG9nS0VJQ0FnSUN1d0l6ZWVBEAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1d0l6ZWVBEAE!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgICuwIzeeA%7CCgwI6bjVlgYQyJ-aigE%7C?hl=en","104890312408300756743","80","https://lh3.googleusercontent.com/a-/ALV-UjX92bcq7NFJTA2m71Cm__q7cjexmh9Dd-Q2VUiRSE8f3D1RObwl=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/104890312408300756743?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","1",,"116 Streatham High Rd","false","Bad service bad delegation of team rude manager that doesn't wish to speak in English aswell which is disheartening as it shouldn't be so hard in ordering food",,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","hind wahid",,,"false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-07-14T15:05:27.742Z",,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURPNl9tSlZREAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPNl9tSlZREAE!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgIDO6_mJVQ%7CCgwIt-HAlgYQ-OiP4gI%7C?hl=en","109729215628101958762","9","https://lh3.googleusercontent.com/a-/ALV-UjWLIa0tCW4ptoKMp3dSXbI88UiPFsGHXZG8KKfGSjdVkKH1ABcD=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/109729215628101958762?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"116 Streatham High Rd","false",,,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","false","en","0","51.4341571","-0.1286314","Coral Panton-Larocque",,"en","false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-07-12T14:39:51.203Z",,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURPZ19LdVpnEAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPZ19LdVpnEAE!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgIDOg_KuZg%7CCgsIt4-2lgYQuNXsYA%7C?hl=en","114045826471599376355","33","https://lh3.googleusercontent.com/a/ACg8ocL7u85B4nivfCDsM7ZAt2fAwAltX5Ev0DWyiX8yDDlq0L6VAw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114045826471599376355?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","3",,"116 Streatham High Rd","false","I dined out at the KFC.
Although the food was alright. Personally I prefer Nandos as I like fat chips. I found the chicken not cooked to my taste unfortunately.",,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","Iveta Bystrianska",,"en","false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-07-12T10:46:32.886Z",,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURPdmVmZGVREAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPdmVmZGVREAE!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgIDOvefdeQ%7CCgwIiKK1lgYQ4OPrpgM%7C?hl=en","115844321463687170734","75","https://lh3.googleusercontent.com/a-/ALV-UjUmZgv5ubx1O7F_X78TdvsSpWrIx2wVZAAekWTWpDqb47B-4Zhc=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/115844321463687170734?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"116 Streatham High Rd","false","Very nice 🙂 super 👌",,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","William Miranda",,"es","false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-07-10T16:27:10.309Z",,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURPMWRDd253RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPMWRDd253RRAB!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgIDO1dCwnwE%7CCgwI3vurlgYQ6KfakwE%7C?hl=en","105569146296418989560","51","https://lh3.googleusercontent.com/a-/ALV-UjWgVkxT0-F1FA4UbT9CUMiRzK-7fjC9Xo8hq9WLDn6IJx7xyOId=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/105569146296418989560?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"116 Streatham High Rd","false","La atención muy buena pero es solo para llevar !! Dos mesas y ya , nunca hay espacio !","Very good service but it is only for take away!! Two tables and that's it, there is never space!","KFC London","3.2","en","https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","Steve Hopkins",,"en","false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-06-30T13:30:01.063Z",,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURPekpQQUN3EAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPekpQQUN3EAE!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgIDOzJPACw%7CCgsI2cr2lQYQ4LeGHg%7C?hl=en","116795041578975946689","94","https://lh3.googleusercontent.com/a/ACg8ocLB8fZYp93vKM525sDk4qcZ7Vx6_PHY6fP2RDXcvFnrmgR3mg=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/116795041578975946689?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"116 Streatham High Rd","false","Nice fresh chicken",,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","Nikesh Patel",,"en","false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-06-29T19:29:50.502Z",,,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURPN1BYLVJREAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURPN1BYLVJREAE!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgIDO7PX-RQ%7CCgwIrtDylQYQoLnC7wE%7C?hl=en","114200436331770702546","57","https://lh3.googleusercontent.com/a-/ALV-UjV9-k4SDe5VffbuND11cYydWlTylpzKvFsdFpWVxnq6MaHyuTOD=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/114200436331770702546?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","1",,"116 Streatham High Rd","false","Rubbish chips",,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","Yacine Bouderbala",,,"false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-06-29T13:11:26.347Z",,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURPck1DRnJnRRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPck1DRnJnRRAB!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgIDOrMCFrgE%7CCgwI_p7xlQYQyJ_GpQE%7C?hl=en","114592218265486356096","30","https://lh3.googleusercontent.com/a-/ALV-UjV8vrTSigGGqzHmxPvSdgp-tVWvJkGJWk4XNSW2awcGCMMuOdFR=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/114592218265486356096?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","3",,"116 Streatham High Rd","false",,,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","Alex Cheyne",,"en","false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-06-27T18:57:39.233Z",,,,,,,,,"4","4","4","ChdDSUhNMG9nS0VJQ0FnSURPeFBDazdnRRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPeFBDazdnRRAB!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgIDOxPCk7gE%7CCgsIo_vnlQYQoM7Ebw%7C?hl=en","103934910307591476783","526","https://lh3.googleusercontent.com/a/ACg8ocKea8Ks7N8DBITsSQPDNmPfeTBIcA1gPXe1t9_GZK-4LHMFkw=s1920-c-rp-mo-ba6-br100","https://www.google.com/maps/contrib/103934910307591476783?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"116 Streatham High Rd","false","Quite small, but fairly efficient.",,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","true","en","0","51.4341571","-0.1286314","Just Me",,,"false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-06-26T00:48:19.635Z",,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURPaUpyX29BRRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPaUpyX29BRRAB!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgIDOiJr_oAE%7CCgwI09nelQYQyOeHrwI%7C?hl=en","109092267995069696160","140","https://lh3.googleusercontent.com/a-/ALV-UjVIgBcAw1OylS7Wr8Zl7jW6LZ7LdSZMGqvIY5WFQR2YEyCWDw0=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/109092267995069696160?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","1",,"116 Streatham High Rd","false",,,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
"116 Streatham High Rd, London SW16 1BW, United Kingdom","Fast food restaurant","Chicken restaurant","Chicken wings restaurant","Fried chicken takeaway","Takeout Restaurant","Fast food restaurant","4572910378820388134","London","GB","0x487604250422f1a7:0x3f763dc2df494526","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq-ia6uWxRKdtu9iylkjUfKZW-KYWT6VUHl-8K5xJ95VhpRHJUCrcNEntJKX4YUh2zLbzKuoImYU6iiIJsxSYpzrWcxDsO7wOjZVA8exsE1MFqsZoVzC8a_5jKWiWzSyc22kKnO=w426-h240-k-no","false","false","en","0","51.4341571","-0.1286314","Rosemarie James",,,"false","ChIJp_EiBCUEdkgRJkVJ38I9dj8","SW16 1BW","£1–10","2 years ago","2022-05-30T14:53:51.785Z",,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNPc0lHYW93RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPc0lHYW93RRAB!2m1!1s0x0:0x3f763dc2df494526!3m1!1s2@1:CIHM0ogKEICAgICOsIGaowE%7CCgwI_7TTlAYQ4JrD9gI%7C?hl=en","101692106167599618715","13","https://lh3.googleusercontent.com/a/ACg8ocJgV0SrGZu63qUYn4njjMBdqT5KE8sgxEeLMOa4LXEW_N7jMw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101692106167599618715?hl=en","759","2025-04-30T17:06:06.949Z","Direct Detail URL: https://www.google.co.uk/maps/place/KFC+London/@51.4342409,-0.1286004,147m/data=!3m1!1e3!4m8!3m7!1s0x487604250422f1a7:0x3f763dc2df494526!8m2!3d51.4341571!4d-0.1286314!9m1!1b1!16s%2Fg%2F1hhx3bmqd?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"116 Streatham High Rd","false",,,"KFC London","3.2",,"https://www.google.com/maps/search/?api=1&query=KFC%20London&query_place_id=ChIJp_EiBCUEdkgRJkVJ38I9dj8",
