"address","categories/0","categories/1","categories/2","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Meal type","reviewContext/Noise level","reviewContext/Parking space","reviewContext/Price per person","reviewContext/Recommendation for vegetarians","reviewContext/Reservation","reviewContext/Service","reviewContext/Wait time","reviewDetailedRating/Atmosphere","reviewDetailedRating/Food","reviewDetailedRating/Service","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Xoa Sapara",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","3 months ago","2025-01-16T22:31:18.476Z",,"2025-01-16T23:23:23.000Z","Thank you so much for your kind words! We're thrilled to hear that you enjoyed your meal and our service. It means a lot to us that you had such a positive experience, and we can't wait to welcome you back again soon. ","Dinner",,,"£20–30",,,"Take out",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNfNGZ1UDhnRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNfNGZ1UDhnRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIC_4fuP8gE%7CCgwItpGmvAYQ8ICB4wE%7C?hl=en","107140454490054756720","10","https://lh3.googleusercontent.com/a-/ALV-UjW_5a7SgiVSS__23fBdPCtpO1EJnGhRAfLDSmeC2Sb9XmOTBhyc=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107140454490054756720?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Amazing food...

In fact, it could be the vest takeaway I've had in London.

I had Feijoada...

It transported me to a Brazilian beach and it tastes like it was cooked up by a Brazilian Vovo!

10/10.

Order this food if you wanna get transported into the promised land.

Superbalicious top tier stupendous confectionary madness.

Tell them Ana and Xoa sent you😉",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Camila Prado",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","3 months ago","2025-01-07T20:37:52.217Z",,"2025-01-16T23:24:40.000Z","Thank you so much for your wonderful review! We’re delighted to hear you enjoyed our ambiance and food. Your recommendation means the world to us!","Dinner",,,"£40–50",,,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSURmeWJ6OHV3RRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmeWJ6OHV3RRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDfybz8uwE%7CCgsIoKH2uwYQ4MLLZw%7C?hl=en","112076634753080733056","7","https://lh3.googleusercontent.com/a-/ALV-UjUQ1hFIIlZ7nG2WQ_pjfTafj2-vx_IxWYij3BDocsZ8MLr3CxrJ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112076634753080733056?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","The best Brazilian food and atmosphere. We keep coming back. Staff always super lovely.",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Tiago Mendonca",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","3 months ago","2025-01-05T16:07:04.543Z",,"2025-01-16T23:24:55.000Z","Thank you Tiago!",,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURmbW9uZ2xBRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmbW9uZ2xBRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDfmonglAE%7CCgwIqNzquwYQsP6JgwI%7C?hl=en","114128004826983419605","27","https://lh3.googleusercontent.com/a-/ALV-UjUkr41uRv8lX5JPqCwXI48s-u44d4c74HwiaxpgaAJ2a0cgQuET=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/114128004826983419605?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Kamila Alves",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","3 months ago","2025-01-03T15:05:04.935Z",,"2025-01-16T23:25:48.000Z","We’ll keep working hard to meet your expectation next time! See you again soon, thank you!","Lunch",,,"£20–30",,,"Dine in",,"4","4","4","ChZDSUhNMG9nS0VJQ0FnSURmOFBYRFRBEAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmOFBYRFRBEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDf8PXDTA%7CCgwIoPnfuwYQqLKCvgM%7C?hl=en","114582910620194803026","21","https://lh3.googleusercontent.com/a-/ALV-UjVf_NOLL-ispKPpjDh-vDCk3q573azQI32KbslLl7SSM5Hp2wiM=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/114582910620194803026?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","The place and food was good but the portions for the picanha meal for 3 people could be bigger than it was.
The staff were very nice and helpful.",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Samia Fontanetti",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","3 months ago","2025-01-01T15:59:13.481Z",,"2025-01-16T23:26:03.000Z","Thank you Samia!","Lunch",,,"£20–30",,,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNmeTlYQndnRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmeTlYQndnRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICfy9XBwgE%7CCgwI0czVuwYQ-Iiv5QE%7C?hl=en","110789118279935266789","2","https://lh3.googleusercontent.com/a-/ALV-UjXMlo6l_GDP4TH1tJWpcU9YSWSdwIrqvaOZ7DGQo3OhMQee0leCFA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110789118279935266789?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","true","en","0","51.436157","-0.127615","Louise Emmott",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","3 months ago","2025-01-01T15:34:25.082Z",,"2025-01-16T23:26:25.000Z","Thank you Louise!",,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNmeS1hNW5nRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmeS1hNW5nRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICfy-a5ngE%7CCgsIgcHVuwYQyNi2Jw%7C?hl=en","113445947840704913160","40","https://lh3.googleusercontent.com/a/ACg8ocIPvsBF7rrEpiMA11c2TC-15eMGGyTpqIb-XWe99Si3hrFfBg=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/113445947840704913160?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"Ground Floor, 27 Streatham High Rd","false","Friendly, chilled, has a Brazilian style menu",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Ozeias Barber",,"pt","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","3 months ago","2024-12-31T11:03:40.016Z",,"2025-01-16T23:26:40.000Z","Thank you Ozeias!",,,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUNmOWE2TFJ3EAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNmOWE2TFJ3EAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICf9a6LRw%7CCgsIjJ_PuwYQsO3oBw%7C?hl=en","115988236618882340698","15","https://lh3.googleusercontent.com/a-/ALV-UjUrlU5tJC593WDq0qD7hqKEggav8Q4mkwXWBI4R4AdLkCG6TzsA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115988236618882340698?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Ambiente incrível, comida deliciosa","Amazing atmosphere, delicious food","Marinatto","4.6","en","https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Anderson De franca",,"pt","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 months ago","2024-12-29T21:42:16.000Z",,"2025-01-16T23:27:10.000Z","Obrigada Anderson! Volte sempre!","Lunch",,,,,,"Dine in",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNmNFlHN3RBRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmNFlHN3RBRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICf4YG7tAE%7CCgoIuITHuwYQ2Nwd%7C?hl=en","109172844415259058881","2","https://lh3.googleusercontent.com/a/ACg8ocITmvSFNiGu9iDeQVUHXrB9-Qgv_KLIDDfD1NM-JD5cAhwVBA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109172844415259058881?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Miuito boa comida ! a mais de 15 anos morando aquí esta foi amelhor pizza que ja comí na Inglaterra.  Una grande variedades de comidas tipicas brasileiras muito saborosas.  Además, recebi un atendimento espetacular por Edison, super atencioso!!! Definitivamente recomendo a todos","Very good food! I've lived here for over 15 years and this was the best pizza I've ever had in England. A great variety of typical Brazilian food, very tasty. In addition, I received spectacular service from Edison, super attentive!!! I definitely recommend it to everyone.","Marinatto","4.6","en","https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Emilydf",,"en","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 months ago","2024-12-29T21:16:56.514Z",,"2025-01-16T23:28:10.000Z","Thank you for your loyalty and kind words! We’ll keep working hard to exceed your expectations every time. See you again soon",,"Quiet, easy to talk",,,,,,"No wait","5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNmNGVLUnBBRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmNGVLUnBBRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICf4eKRpAE%7CCgwIyPjGuwYQ4LOd9QE%7C?hl=en","104189385304891240942","1","https://lh3.googleusercontent.com/a-/ALV-UjXb3RGG3uxbYYTPOuqdQzSle37dC1uA3-xuuZG9ZF-5gGDk90j6xw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104189385304891240942?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","We had a fantastic lunch today at Marinatto. Definitely the best pizzas I've ever eaten in the UK. The menu has lots of options of Brazilian food and the waiter Eddie was very attentive and helpful. Delicious Brazilian food, great service and a welcoming atmosphere. I highly recommend Marinatto.",,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Rafael Azeredo",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 months ago","2024-12-29T13:06:46.997Z",,"2025-01-16T23:28:37.000Z","Thank you for sharing your experience!","Lunch",,,"£20–30",,,"Dine in",,"5","4","5","ChZDSUhNMG9nS0VJQ0FnSUNmdnFHSUdBEAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNmdnFHSUdBEAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICfvqGIGA%7CCgwI5pLFuwYQkKTZ2wM%7C?hl=en","105284094568148293388","5","https://lh3.googleusercontent.com/a-/ALV-UjVsoLC4dXncBHYR4l06xcPaevJyNad_Ot4xUHmod3K-NE-jdOUE=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105284094568148293388?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Danielius Ukelis",,,"false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 months ago","2024-12-29T10:47:13.856Z",,"2025-01-16T23:28:48.000Z","Thank you!",,,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNmM3R5dnhBRRAB",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmM3R5dnhBRRAB!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgICf3tyvxAE%7CCgwIsdHEuwYQsPXBmAM%7C?hl=en","116785184069341592037","6","https://lh3.googleusercontent.com/a/ACg8ocK7hFgaXwdKujxOOV3wN778hm3CmIsAxiVALd7pQeaK4rbhrw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116785184069341592037?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false",,,"Marinatto","4.6",,"https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
"Ground Floor, 27 Streatham High Rd, London SW16 1DT, United Kingdom","Restaurant","Espresso bar","Pizza restaurant","Restaurant","4260259008385768583","London","GB","0x48760425e32a5555:0x3b1f7aff0dfddc87","https://lh3.googleusercontent.com/p/AF1QipM-7Cyajw5hAFn7xSet88mn1LHlBIDGb6JW4Oli=w408-h408-k-no","false","false","en","0","51.436157","-0.127615","Britto Daniel",,"pt","false","ChIJVVUq4yUEdkgRh9z9Df96Hzs","SW16 1DT","£20–30","4 months ago","2024-12-21T22:02:29.321Z",,"2023-07-13T18:57:59.000Z","Thank you Daniel!","Dinner",,,"£10–20",,,"Delivery",,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSURKNFBTOFd3EAE",,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKNFBTOFd3EAE!2m1!1s0x0:0x3b1f7aff0dfddc87!3m1!1s2@1:CIHM0ogKEICAgIDJ4PS8Ww%7CCgwI9fWcuwYQoISymQE%7C?hl=en","100708892036044399687","3","https://lh3.googleusercontent.com/a-/ALV-UjXq-OQxgbgnNjf8casbnhYI0bgjDbEXWBQ5k6C6bjG3o5KQI9KY=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/100708892036044399687?hl=en","434","2025-04-30T16:45:17.495Z","Direct Detail URL: https://www.google.co.uk/maps/place/Marinatto/@51.436079,-0.129857,354m/data=!3m1!1e3!4m8!3m7!1s0x48760425e32a5555:0x3b1f7aff0dfddc87!8m2!3d51.436157!4d-0.127615!9m1!1b1!16s%2Fg%2F11j1hz45q5?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Ground Floor, 27 Streatham High Rd","false","Pizza sensacional me senti em casa 🏠
Sensational pizza felt like home 🏠","Sensational pizza felt like home 🏠
Sensational pizza felt like home 🏠","Marinatto","4.6","en","https://www.google.com/maps/search/?api=1&query=Marinatto&query_place_id=ChIJVVUq4yUEdkgRh9z9Df96Hzs",
