"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Meal type","reviewContext/Parking space","reviewContext/Price per person","reviewContext/Recommendation for vegetarians","reviewContext/Service","reviewDetailedRating/Atmosphere","reviewDetailedRating/Food","reviewDetailedRating/Service","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","false","en","0","51.4389701","-0.126699","Daphny Arruda",,,"false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-11-12T10:17:38.251Z",,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURGXzZibGpBRRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURGXzZibGpBRRAB!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgIDF_6bljAE%7CCgsIwszCqgYQ-OLhdw%7C?hl=en","114227085822671729222","5","https://lh3.googleusercontent.com/a-/ALV-UjU_G-3o4pgHYjxTfDGKwbgWZmb5dqTX3oC9ANHELxXZQaSMz1yBFA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114227085822671729222?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","1",,"Streatham Hill","false",,,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","true","en","0","51.4389701","-0.126699","Charles Meyrick",,"en","false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-11-10T19:05:59.369Z",,,,"Other",,"£1–10",,,"3","2","3","ChZDSUhNMG9nS0VJQ0FnSURGaF91VVB3EAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURGaF91VVB3EAE!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgIDFh_uUPw%7CCgwIl_65qgYQyNuRsAE%7C?hl=en","103474659912178513809","41","https://lh3.googleusercontent.com/a-/ALV-UjXo8eDUGyobPjDuiXiiow1qIedcoMVxroILhCvmm0WOUf_CNlWE=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/103474659912178513809?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","3",,"Streatham Hill","false","A lukewarm gingerbread latte with a burp of cream that instantly disappeared. It might sound lame but I get one of these a year for the nostalgia, but this one just reminded me why I never go into Starbucks. My own fault though, what did I expect. You could have got exactly the same cup of syrupy cold milk - or dare I say something better - at any one of the nearby alternatives.",,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","true","en","0","51.4389701","-0.126699","Jucy Lucy10",,"en","false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-10-19T17:22:53.538Z",,,,,,,,,"3","4","5","ChZDSUhNMG9nS0VJQ0FnSUQ1eVBPamVREAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ1eVBPamVREAE!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgID5yPOjeQ%7CCgwI7cvFqQYQ-K74gAI%7C?hl=en","106839229952692320710","21","https://lh3.googleusercontent.com/a/ACg8ocKnbL6abBSxwhCJlN1ZrEoUqH_CkVK3jJWM3m6sNZvBa2MzIg=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/106839229952692320710?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"Streatham Hill","false","Caramel Frapp was lovely this time... needed more Caramel, though, and server staff needed to smile",,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","true","en","0","51.4389701","-0.126699","ennyo rutkowski",,,"false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-10-08T18:35:15.136Z",,,,"Breakfast",,"£20–30",,"Dine in","3","4","4","ChdDSUhNMG9nS0VJQ0FnSURaOV9YUGtBRRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaOV9YUGtBRRAB!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgIDZ9_XPkAE%7CCgsI4-yLqQYQ-K3xQA%7C?hl=en","118346455418001223045","15","https://lh3.googleusercontent.com/a-/ALV-UjWoKk678MWcwNVgOTamEyQrnGs2ifb4h2jNdt_pc_ymq9ckBOk4JA=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/118346455418001223045?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"Streatham Hill","false",,,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","true","en","0","51.4389701","-0.126699","Imran Pardhan",,"en","false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-10-04T08:47:20.444Z",,,,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURaMlppQndRRRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaMlppQndRRRAB!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgIDZ2ZiBwQE%7CCgwImM30qAYQsJmR1AE%7C?hl=en","101101896181099548208","849","https://lh3.googleusercontent.com/a-/ALV-UjUreyjWYYXQjjxvzGfjvPP3AkXOcWC0Hne_pmvdvZsIR7JbvYEo=s1920-c-rp-mo-ba6-br100","https://www.google.com/maps/contrib/101101896181099548208?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Streatham Hill","false","This is the best Starbucks in Europe. Big, high ceilings, bathroom - this is what Starbucks is supposed to be like fr",,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","true","en","0","51.4389701","-0.126699","Unknown Reviewer",,"en","false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-10-02T08:47:17.520Z",,,,,,"£10–20","Highly recommend","Dine in","3","5","5","ChdDSUhNMG9nS0VJQ0FnSURaZ2NISTdBRRAB","https://lh3.googleusercontent.com/geougc-cs/AIHozJJqW7dP17zKKjLst92Kj_fwSE4qjwMEOAa2UwvYAjqh1dXFkRIxLueckcxJ1WyRRVvns_Ebiqjc8oBJeMFKRjMGdRjnpCt7T2T43djOMT6I4Qu07IgO_N1sK7Amo6ctYTlfgaKg",,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaZ2NISTdBRRAB!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgIDZgcHI7AE%7CCgwIlYfqqAYQ4Ois-AE%7C?hl=en","100034240151768434643","54","https://lh3.googleusercontent.com/a-/ALV-UjUDLzcTuNZQoW7sqzwhQYWAIcod60SqJ8nX4uAmQWxtcE9UkzDs=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/100034240151768434643?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","3",,"Streatham Hill","false","My recent visit to the Starbucks in Streatham left me with mixed feelings. On the positive side, I must commend the staff for their excellent service. From the moment I walked in, they were attentive, friendly, and efficient, making me feel welcome and valued as a customer. The prompt service truly enhanced my experience.

However, the one glaring downside was the condition of the seating area, particularly the sofas. They were visibly dirty and emitted an unpleasant odor, which detracted from the overall ambiance of the café. It's clear that these sofas are in need of a thorough cleaning, as they don't align with the otherwise high standards I've come to expect from Starbucks.

In summary, while the service at this Streatham Starbucks was exceptional, the cleanliness of the seating area, especially the sofas, left much to be desired. I hope the management takes this feedback into consideration and takes steps to address this issue, as it could significantly improve the overall customer experience.",,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","false","en","0","51.4389701","-0.126699","Rastagirl 1909",,"en","false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-09-25T06:49:18.517Z",,,,,,,,,"2","2","1","ChdDSUhNMG9nS0VJQ0FnSURabFBlbGx3RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURabFBlbGx3RRAB!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgIDZlPellwE%7CCgwI7trEqAYQsIuA9wE%7C?hl=en","116992021882787394989","3","https://lh3.googleusercontent.com/a-/ALV-UjXwvvQezmPYGrDKfIHn6xywDvlm3z4NwKQ8DrDcxcZJaw7DwiLs4w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116992021882787394989?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","3",,"Streatham Hill","false","I have been going to starbucks for years now, never been impressed with the customer service at all, regular get my drinks wrong e.g wrong milk, wrong drink, no ice etc. I have a serious allergy to cows milk, even then i feel uncertain that they will even get my order right as they have made mistakes so many times. 1 particular experience that stood out to me was me going to get a drink, i specifically asked for no whipped cream, shocker they got it wrong and instead of remaking the drink, the woman used her bare hands and scraped off the cream. I ofc requested a new drink, i was appalled!!",,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","false","en","0","51.4389701","-0.126699","Angela Mwsiadou",,"en","false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-09-04T13:07:24.812Z",,,,,,"£1–10",,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNaeE92NW53RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNaeE92NW53RRAB!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgICZxOv5nwE%7CCgwIjK3XpwYQkPaigwM%7C?hl=en","103036683191865896318","6","https://lh3.googleusercontent.com/a-/ALV-UjVBQFNmI-s82-nvbJNlQQbjnlFIk0OsEySUd2UaNZkxC09NVx0=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103036683191865896318?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Streatham Hill","false","Friendly staff and very helpful,Meg was great ,keen to go an extra mile and made my day ,Thank you for your kindness ,amazing service and drink!",,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","true","en","0","51.4389701","-0.126699","Andrea Magliano",,"en","false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-09-03T11:40:24.423Z",,,,"Breakfast",,"£1–10",,"Dine in","5","4","5","ChZDSUhNMG9nS0VJQ0FnSUNaNk5TSEJBEAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaNk5TSEJBEAE!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgICZ6NSHBA%7CCgwIqOHRpwYQsOqUygE%7C?hl=en","102402462239657061427","100","https://lh3.googleusercontent.com/a/ACg8ocJGKwieW6uL8i4BpURmu0U4ubK5IENGvtW2Bh_0wbEcd2MrNg=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/102402462239657061427?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Streatham Hill","false","Nice place good for a meeting. Lots of space and staff being very friendly and helpful.",,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","true","en","0","51.4389701","-0.126699","Killian Luc",,,"false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-08-24T06:52:59.303Z",,,,,,"£1–10",,"Take out","4","5","5","ChZDSUhNMG9nS0VJQ0FnSURwOGFPNFp3EAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwOGFPNFp3EAE!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgIDp8aO4Zw%7CCgwIy_ybpwYQoKXCkAE%7C?hl=en","109870303726847865633","127","https://lh3.googleusercontent.com/a-/ALV-UjUFP77_It7zfm5xfWhE6ekesGv_icHjb8ncbX5DeYWKdYulSjy8Vw=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/109870303726847865633?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Streatham Hill","false",,,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","true","en","0","51.4389701","-0.126699","ozzi obaseki",,"en","false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-08-18T13:10:11.560Z",,,,"Other",,"£1–10",,"Dine in","5","5","5","ChdDSUhNMG9nS0VJQ0FnSURwZ3RHeWh3RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwZ3RHeWh3RRAB!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgIDpgtGyhwE%7CCgwIs9v9pgYQyIm_iwI%7C?hl=en","110374337252559939328","25","https://lh3.googleusercontent.com/a-/ALV-UjXxwf6WuoskNCLOzSKDP1Lt0T8TLV8z-3GjOI8Zboe9RmJAjYsk=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/110374337252559939328?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Streatham Hill","false","STARBUCKS- Streatham Hill
Date: 18 August 2023
Time:  13:15 hours

The customer service delivery is exceptionally wonderful..
They are very friendly, polite, and go the extra mile to make the customer feel very welcome and comfortable during their visit to the café.
-Customer experience: 99.999%
-Product knowledge: 99.999%
-Quality of Service(QoS): 99.999%
-Quality of Product: 99.999%

To the staff working at the STARBUCKS Coffee- Streatham Hill branch...
You guys are doing very great.
Keep up the good work.
It's Peace, Love and Happiness from me..
Have a very Blessed/Wonderful and Productive day....
• Today
• The weekend
and
• The week ahead.

Best regards.....",,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
"Streatham Hill, London SW2 4RS, United Kingdom","Coffee shop","Cafe","Coffee stand","Coffee store","Takeout Restaurant","Sandwich shop","Tea house","Tea store","Coffee shop","4899386311654747897","London","GB","0x487605b7a6abbd85:0x43fe1de47397aef9","https://lh3.googleusercontent.com/p/AF1QipMo5NubtG9Yub3IUPUFu7c7xMvJNE4DbEaDYDL2=w408-h544-k-no","false","true","en","0","51.4389701","-0.126699","Angella's Kitchen",,"en","false","ChIJhb2rprcFdkgR-a6Xc-Qd_kM","SW2 4RS","£1–10","a year ago","2023-08-18T09:16:32.286Z",,,,,,,,"Dine in",,,,"ChZDSUhNMG9nS0VJQ0FnSUNtNy1DeUpBEAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNtNy1DeUpBEAE!2m1!1s0x0:0x43fe1de47397aef9!3m1!1s2@1:CIHM0ogKEICAgICm7-CyJA%7CCgwI8O38pgYQ6NjBiAE%7C?hl=en","107320472070452799353","26","https://lh3.googleusercontent.com/a-/ALV-UjWxoatDNXQ0OO75NzB1mgQp2yvraVE2KOtSeZXi5l4M8VsXp5JIeA=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/107320472070452799353?hl=en","405","2025-04-30T16:52:10.743Z","Direct Detail URL: https://www.google.co.uk/maps/place/Starbucks+Coffee/@51.4382755,-0.1287154,436m/data=!3m2!1e3!5s0x487604250887606b:0x5cd90e6f850f8445!4m8!3m7!1s0x487605b7a6abbd85:0x43fe1de47397aef9!8m2!3d51.4389701!4d-0.126699!9m1!1b1!16s%2Fg%2F11g2xrgd7x?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"Streatham Hill","false","I had a Coconut, Hazlenut, Decaff Cappuccino made to perfection 🥰  excellent customer service.",,"Starbucks Coffee","4",,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJhb2rprcFdkgR-a6Xc-Qd_kM",
