"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Meal type","reviewContext/Noise level","reviewContext/Parking space","reviewContext/Price per person","reviewContext/Recommendation for vegetarians","reviewContext/Service","reviewContext/Wait time","reviewDetailedRating/Atmosphere","reviewDetailedRating/Food","reviewDetailedRating/Service","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","false","en","0","51.4372786","-0.1276623","Wolfgang Mueller",,"en","false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-26T16:19:35.162Z",,"2024-12-07T16:28:06.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!","Lunch",,,"£10–20",,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSURYaHAtRTN3RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURYaHAtRTN3RRAB!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgIDXhp-E3wE%7CCgsIl630uAYQsL2jTQ%7C?hl=en","100660981684671658746","1","https://lh3.googleusercontent.com/a/ACg8ocIZyS2-wxy-62rTXMbRPtHThXBRS_o08gr83uMMvWSePmOduA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/100660981684671658746?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false","Amazing!!",,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","false","en","0","51.4372786","-0.1276623","Natalia Ilchenko",,"en","false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-23T18:52:26.891Z",,"2024-12-07T16:28:12.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!","Dinner",,,"£10–20","Highly recommend","Dine in",,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSURYbUw2c0hREAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURYbUw2c0hREAE!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgIDXmL6sHQ%7CCgwI6ovluAYQyJ3_qAM%7C?hl=en","114047340584387148053","5","https://lh3.googleusercontent.com/a-/ALV-UjVyQY5LWUJFKfKNtDCzt8xT92k8xVZR28gtT5FYSNeBZCRynUCV=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114047340584387148053?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false","Delicious food,nice atmosphere and very fast service",,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","false","en","0","51.4372786","-0.1276623","Naomi Hannah",,"en","false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-21T18:44:03.961Z",,"2024-12-07T16:28:19.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!","Dinner",,,"£10–20",,"Dine in",,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUNYdDlYX09BEAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNYdDlYX09BEAE!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgICXt9X_OA%7CCgwI88HauAYQsJ7FygM%7C?hl=en","105773324370963844357","1","https://lh3.googleusercontent.com/a/ACg8ocLbHd2VKgl8OJJjl-tC6azG0epzUAMLuUCHwqF0v3Rqv9QTqg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105773324370963844357?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false","A lovely neighbourhood restaurant that has become a favourite haunt for my young family. Service is always friendly and quick, food is consistently good and it’s surprisingly affordable. I recommend it to anyone who’ll listen!",,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","false","en","0","51.4372786","-0.1276623","Barry O'Brien",,"en","false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-21T18:43:48.535Z",,"2024-12-07T16:28:25.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!","Dinner",,,"£10–20",,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNYdDlXamdBRRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYdDlXamdBRRAB!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgICXt9WjgAE%7CCgwI5MHauAYQyIS7_wE%7C?hl=en","108352244795939493378","9","https://lh3.googleusercontent.com/a/ACg8ocIvXsMmq8eYZ_sllpkZDc43v5YQjvfS9EIvYHiFua1MYic8UQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108352244795939493378?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false","Had a wonderful time with the family. All our food was beautifully cooked and service was friendly and prompt.
Very much recommend!",,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","false","en","0","51.4372786","-0.1276623","Emma Thomas",,"en","false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-21T14:06:00.679Z",,,,,,,,,,,,,"1","ChdDSUhNMG9nS0VJQ0FnSUNYbDhhWnh3RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYbDhhWnh3RRAB!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgICXl8aZxwE%7CCgwIyL_ZuAYQuJqbxAI%7C?hl=en","117341653769854354140","2","https://lh3.googleusercontent.com/a/ACg8ocI4VybIOAHCK0zfcXb8prM8N0TMQmVPuFqRihVHY1VHcbLfLw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117341653769854354140?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","1",,"32 Streatham High Rd","false","Terrible service for delivery, the orders are never ready and they show no interest in making the order quickly, forgetting that the Driver who is there in the store is representing the customer who is also waiting. Disrespectful to drivers who earn their salaries by deliveries and not by the hour",,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","true","en","0","51.4372786","-0.1276623","Tom Bryant",,,"false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-20T16:39:03.989Z",,"2024-12-07T16:28:56.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!",,,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNYcTkzdFZREAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNYcTkzdFZREAE!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgICXq93tVQ%7CCgwIp-TUuAYQ4Jju1wM%7C?hl=en","114340633019360441647","80","https://lh3.googleusercontent.com/a-/ALV-UjVZJla6nN4dco54hP_D0jAdRdohmW0w4ed3_1O8EVms_UGl4Dto=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/114340633019360441647?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false",,,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","true","en","0","51.4372786","-0.1276623","Charlotte Durkin",,"en","false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-19T19:17:19.702Z",,"2024-12-07T16:29:03.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!","Dinner",,,"£20–30",,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNYX2JHSW53RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYX2JHSW53RRAB!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgICX_bGInwE%7CCgwIv4vQuAYQ8PDlzgI%7C?hl=en","108331290769387812960","29","https://lh3.googleusercontent.com/a/ACg8ocJLTyfPOPofqmCrZ8JorXQIHVhk_L9q499Ep8-uDw5Fv6oYQg=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/108331290769387812960?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false","The service was really great. Amazing pasta, pizza and kids menu! Highly recommend!",,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","false","en","0","51.4372786","-0.1276623","Fiona Brown",,"en","false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-19T13:10:46.559Z",,"2024-12-07T16:29:10.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!","Lunch",,,,,"Dine in",,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNYN2MzZ3R3RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYN2MzZ3R3RRAB!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgICX7c3gtwE%7CCgwI1t_OuAYQ6PXSigI%7C?hl=en","106210734592815088048","13","https://lh3.googleusercontent.com/a/ACg8ocJXQtz8NLn7C3cfQaBPikN8YH363pEM6hybx94LHCVQMjHmnw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106210734592815088048?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false","Lovely place.",,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","false","en","0","51.4372786","-0.1276623","Rob Brown",,"en","false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-19T13:09:18.583Z",,"2024-12-07T16:29:16.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!",,,,,,,,"5","5","5","ChdDSUhNMG9nS0VJQ0FnSUNYN2ZXWTV3RRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYN2ZXWTV3RRAB!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgICX7fWY5wE%7CCgwI_t7OuAYQgIanlgI%7C?hl=en","115276322143166554866","2","https://lh3.googleusercontent.com/a-/ALV-UjXQYL3vt3VO44rk9MfcS6G1E6VqczduwkF0kyPnctaymS4tQtk=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115276322143166554866?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false","Lovely food , nice and busy , responsibly priced.",,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","true","en","0","51.4372786","-0.1276623","martin van Nieuwenhoven",,,"false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-15T18:52:44.846Z",,"2024-12-07T16:29:23.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!","Dinner",,,"£20–30",,"Dine in",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNYLXJfR2xBRRAB",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYLXJfR2xBRRAB!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgICX-r_GlAE%7CCgwI_PO6uAYQ4K_ikwM%7C?hl=en","113699138051982788554","29","https://lh3.googleusercontent.com/a/ACg8ocKe4PneMVOmRST58PMZynk6O5QqZENrAC_DwcbNUd2x5MRu8Q=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/113699138051982788554?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false",,,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
"32 Streatham High Rd, London SW16 1DB, United Kingdom","Italian restaurant","Diner","Italian grocery store","Takeout Restaurant","Pasta shop","Pizza delivery","Pizza restaurant","Restaurant","Italian restaurant","5951955035563809588","London","GB","0x48760425eb9c679b:0x52999791ede0db34","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEdbI_JwIWXXfziuaIpertXDkTMSdGwxnmjoQgzGAxV-DvavLsrziFRSdQv1gPOcxuClUndDzArHEy47ln_zAQ2FGQydLZfoGfcoaVzjzO_F8GgebYcNms_hWfYhjd-Pt648Gj=w533-h240-k-no","false","false","en","0","51.4372786","-0.1276623","Adelaide Green",,"en","false","ChIJm2ec6yUEdkgRNNvg7ZGXmVI","SW16 1DB","£10–20","6 months ago","2024-10-15T15:30:07.086Z",,"2024-12-07T16:29:29.000Z","Thank you so much for your wonderful review! We’re thrilled to hear you enjoyed your experience at Italian Bistro. It means the world to us to know our food and service left such a positive impression. We look forward to welcoming you back soon for another delicious Italian meal! Grazie mille!",,,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnSUNYdXZxOE13EAE",,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNYdXZxOE13EAE!2m1!1s0x0:0x52999791ede0db34!3m1!1s2@1:CIHM0ogKEICAgICXuvq8Mw%7CCgsI_5S6uAYQkICcKQ%7C?hl=en","109703941456160057927","2","https://lh3.googleusercontent.com/a-/ALV-UjVj7AJzAiocvISd5Ak6QvFOlpQB8dYrrCPlqCAn_iQoS_GdAPsy=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109703941456160057927?hl=en","845","2025-04-30T16:36:25.419Z","Direct Detail URL: https://www.google.co.uk/maps/place/Italian+Bistro+(Italian+Restaurant)/@51.4374381,-0.1286088,478m/data=!3m1!1e3!4m8!3m7!1s0x48760425eb9c679b:0x52999791ede0db34!8m2!3d51.4372786!4d-0.1276623!9m1!1b1!16s%2Fg%2F11bzxb8xjt?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"32 Streatham High Rd","false","Very tasty pizzas, lovely service, and a great atmosphere. The pizza is fresh, tasty and I went for the vegan cheese as I cannot have the lactose. Was one of the nicest vegan cheeses I have had. The people that work here are lovely, especially Vincenzo, Ali and Bella! Would 100% come again!",,"Italian Bistro (Italian Restaurant)","4.7",,"https://www.google.com/maps/search/?api=1&query=Italian%20Bistro%20(Italian%20Restaurant)&query_place_id=ChIJm2ec6yUEdkgRNNvg7ZGXmVI",
