"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Noise level","reviewContext/Parking space","reviewContext/Price per person","reviewDetailedRating/Atmosphere","reviewDetailedRating/Food","reviewDetailedRating/Service","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Sarah Chaytor",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-10T09:11:48.278Z",,,,,,"£1–10","3",,"4","ChZDSUhNMG9nS0VJQ0FnTURBdWJYTEpBEAE",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBdWJYTEpBEAE!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAubXLJA%7CCgwI1IWnvQYQyJGEhQE%7C?hl=en","115237150674623110202","13","https://lh3.googleusercontent.com/a/ACg8ocIS4J9Rw4YxFJ2rPtmVkhkNTADEAwEpQNLz5OrCrBz03EPizA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115237150674623110202?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"103 Streatham Hill","false","Fun place for crazy golf and air hockey. Friendly and welcoming.",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Katy Holmes",,,"false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-09T01:22:15.564Z",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnTURBenVEd3VnRRAB",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBenVEd3VnRRAB!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAzuDwugE%7CCgwIx4agvQYQqOWQjQI%7C?hl=en","104961571130066898602","3","https://lh3.googleusercontent.com/a/ACg8ocKJy-C-7QhWIdUIxuOPelBUVbGtRRw6xlCX905fXWNxiVGoyA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104961571130066898602?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false",,,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Emma Sims",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-08T22:08:18.341Z",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnTURBdHVlOHJRRRAB",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBdHVlOHJRRRAB!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAtue8rQE%7CCgwI0qufvQYQwNrYogE%7C?hl=en","101547170769817746913","13","https://lh3.googleusercontent.com/a/ACg8ocIvRZM52tm4l1Zc3yBXs9rvQostbqZj39lfw-XaV5u0ncKr93A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101547170769817746913?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false","Great craic. Lovely bar staff",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Peter Clark",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-08T22:08:09.629Z",,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURBdHVmSVF3EAE",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBdHVmSVF3EAE!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAtufIQw%7CCgwIyaufvQYQ4KClrAI%7C?hl=en","105805091256545354990","4","https://lh3.googleusercontent.com/a-/ALV-UjW8Vua9nsSsr_mcEk5U_JHImyNSK4y4CygGAlGTL2eMAlj8rPY=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105805091256545354990?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false","Just a very nice chilled vibe. Can’t say enough good words",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Ellie Dumper",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-08T20:14:52.180Z",,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnTURBMW9XSEdBEAE",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBMW9XSEdBEAE!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDA1oWHGA%7CCgsIvPaevQYQyPfyVQ%7C?hl=en","108032924315691343570","3","https://lh3.googleusercontent.com/a-/ALV-UjXTkplnOWOuKyau3N7YouJs-LYRoa_v5TVxCEpS166YwQWmE1MY=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108032924315691343570?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false","Love this bar! Good vibes and drinks",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Lara Eriksen",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-08T13:02:59.812Z",,,,,,"£1–10","5","5","5","ChdDSUhNMG9nS0VJQ0FnTURBaHVLQ21RRRAB",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBaHVLQ21RRRAB!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAhuKCmQE%7CCgwIg6ydvQYQoOHDgwM%7C?hl=en","116211165881785645528","1","https://lh3.googleusercontent.com/a/ACg8ocI5Jf2tLHgPF6coR14I4NzZkww7PtvXllCKEitNKA57xDtwVQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116211165881785645528?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false","10/10 recommend, staff is lovely, vibe is awesome. Wholesome weekend activity",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Richard Turner",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-08T01:10:40.428Z",,,,,,"£30–40","5","5","5","ChdDSUhNMG9nS0VJQ0FnTURBc3VfS3J3RRAB",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBc3VfS3J3RRAB!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAsu_KrwE%7CCgwIkN6avQYQiPqbzAE%7C?hl=en","108721241681066013162","9","https://lh3.googleusercontent.com/a/ACg8ocI4z91ilYDteNDmmsP0MOm6OuwnCDxNJUugJg3WXll6K5m8Uw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108721241681066013162?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false","Best place in streatham",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Caitlin OCallaghan",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-08T01:10:14.883Z",,,,,,"£10–20","5","5","5","ChZDSUhNMG9nS0VJQ0FnTURBc3EtNU5nEAE",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBc3EtNU5nEAE!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAsq-5Ng%7CCgwI9t2avQYQgMavpQM%7C?hl=en","117090322473042377990","3","https://lh3.googleusercontent.com/a/ACg8ocJmAuvfjL3_Lg7o8CBAAu7CmKiEDkp3g-E_NFtN6rKCfj16Tw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117090322473042377990?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false","Best place to spend a Friday night !",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Charlie Woodward",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-07T22:06:20.011Z",,,,,,,"5","5","5","ChZDSUhNMG9nS0VJQ0FnTURBa3J6NktnEAE",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBa3J6NktnEAE!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAkrz6Kg%7CCgsI3IeavQYQ0POjBQ%7C?hl=en","106671855386902078896","8","https://lh3.googleusercontent.com/a/ACg8ocLZZ4RtrA0Uw4UvQMz-ahXtVsKAYJQfftPCCi7gxSRl4MIVZg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106671855386902078896?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false","I sincerely think this is the best place for a lovely drink :) good karaoke room",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Ashwini Elanko",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-07T22:06:15.470Z",,,,,,"£20–30","5",,,"ChZDSUhNMG9nS0VJQ0FnTURBa3J5Q0x3EAE",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURBa3J5Q0x3EAE!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAkryCLw%7CCgwI14eavQYQgKiX4AE%7C?hl=en","103417612946850706313","4","https://lh3.googleusercontent.com/a/ACg8ocK9HWB_WHxShF0XZFcqFggtnB7-Ghb-hULo75uMlbnrlUNmaQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103417612946850706313?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false","The best karaoke place I’ve been to. Very rare to find a free karaoke place in London. Has become a favourite :)",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Lara Bell Joy Fernandez",,,"false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-07T01:03:10.235Z",,,,,,"£10–20","5",,"5","ChdDSUhNMG9nS0VJQ0FnTURBaE9mamx3RRAB",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURBaE9mamx3RRAB!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMDAhOfjlwE%7CCgsIzreVvQYQyJfBcA%7C?hl=en","104403777916218218659","0","https://lh3.googleusercontent.com/a-/ALV-UjUlB_NOGyF4EJH6eVVwSJlJRpTjDe4s_wtC-pzT1ETeEWDGUTxG=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104403777916218218659?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false",,,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Timothy Wilson",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-04T00:10:04.190Z",,,,,,,,,,"ChdDSUhNMG9nS0VJQ0FnTUNBay12UWlBRRAB",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNBay12UWlBRRAB!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMCAk-vQiAE%7CCgsI3LWFvQYQ8If2Wg%7C?hl=en","115532778525576401194","3","https://lh3.googleusercontent.com/a-/ALV-UjU2oPzaDLdlxKAr1tJD7wBO8raixpZM5YNcJNSI8xVZGsTuHKQi=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115532778525576401194?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","4",,"103 Streatham Hill","false","Andy Umerah is gay. No offence meant. But they made him feel welcome.",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
"103 Streatham Hill, London SW2 4UE, United Kingdom","Karaoke bar","Bar","Indoor golf course","Live music bar","Live music venue","Miniature golf course","Pool billard club","Pub","Sports bar","Karaoke bar","16009114957069098696","London","GB","0x4876053acf59d889:0xde2bcd3bc87f1ec8","https://lh3.googleusercontent.com/p/AF1QipNORy6DaOqwS4J69_TmNETDcffg1g8qM_tzOyLG=w408-h408-k-no","false","false","en","0","51.4386367","-0.1261297","Andy Umerah",,"en","false","ChIJidhZzzoFdkgRyB5_yDvNK94","SW2 4UE","£10–20","2 months ago","2025-02-04T00:09:35.365Z",,,,,,,,,,"ChZDSUhNMG9nS0VJQ0FnTUNBazZ1MlR3EAE",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBazZ1MlR3EAE!2m1!1s0x0:0xde2bcd3bc87f1ec8!3m1!1s2@1:CIHM0ogKEICAgMCAk6u2Tw%7CCgwIv7WFvQYQsJmGrgE%7C?hl=en","112284559236902953216","5","https://lh3.googleusercontent.com/a-/ALV-UjXLPjS95MPUyq5XuY8MxXS03J-sMHmI_vZQcS63nRzyQKzJzahG=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112284559236902953216?hl=en","791","2025-04-30T16:47:33.596Z","Direct Detail URL: https://www.google.co.uk/maps/place/Putt+Putt+%26+Karaoke+Bar/@51.4382755,-0.1287154,436m/data=!3m1!1e3!4m8!3m7!1s0x4876053acf59d889:0xde2bcd3bc87f1ec8!8m2!3d51.4386367!4d-0.1261297!9m1!1b1!16s%2Fg%2F11r_vnthr4?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D","5",,"103 Streatham Hill","false","Dimi fantastic manager will definitely have my bday here. Free karaoke.",,"Putt Putt & Karaoke Bar","4.5",,"https://www.google.com/maps/search/?api=1&query=Putt%20Putt%20%26%20Karaoke%20Bar&query_place_id=ChIJidhZzzoFdkgRyB5_yDvNK94",
